SizeRank,SizeRank,DisplayName,PrimaryPayerId,Other Names,Aliases IDs,OperatingStates,Programs,WebsiteUrl,Credentialing,Credentialing,Eligibility Checks,Patient Cost Estimates,Patient Cost Estimates,Submit Claims,Receive ERAs,Enroll to receive ERAs,ERA enrollment type,ERA enrollment timeline,CoverageTypes
625,625,FirstCare Health Plans,10870,Baylor Scott & White Health|FirstCare|FirstCare Medicaid,10870|1995|7435|94999|FRTCR|TH003,TX,COMMERCIAL|MEDICARE|MEDICAID,https://www.firstcare.com,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
768,768,HealthCare Partners,11328,"HealthCare Partners IPA|HealthCare Partners, MSO",11328|11328MA|1723|2920|HCP01,NY,,https://www.healthcarepartnersny.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
3401,3401,"Cornerstone Hospice and Palliative Care, Inc.",RP111,,RP111,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1589,1589,MedCore Health Plan,31057,MedCore HP|P3 Health Partners,31057|4266,CA,,https://p3hp.org,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1300,1300,Prairie States,36373,Prairie States Enterprises Incorporated,00148|11071|36373|3891|3984,,COMMERCIAL,https://www.prairieontheweb.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
1832,1832,Hartford Insurance Company of the Midwest,C1043,,C1043,,,https://www.thehartford.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
793,793,Physicians Mutual Insurance Company,47027,,00145|10167|3889|4508|47027|9727|CX068|PHYSMT|PMICO|PSHGD,IN,COMMERCIAL|MEDICARE,https://www.physiciansmutual.com,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
1092,1092,Sutter Connect East Bay Region Hospitals,SC052,Sutter East Bay Regional Hospital,96176|SC052,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
2062,2062,Welcome Health,MPM57,MedPOINT Management,MPM57,,COMMERCIAL,https://www.medpointmanagement.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
2212,2212,Ironworking Contract I P,J1075,Ironworking Contract IP,J1075,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
901,901,Merchants Benefit Administration,IHS24,MBA,IHS24,,COMMERCIAL,https://mbaadmin.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
2167,2167,MPE Employee Benefit Services Incorporated,37233,,37233|3871|3933,,,https://www.hubinternational.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
3441,3441,NorthCoast Health Care Management,RP089,,RP089,,,https://www.northcoastgroup.org,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1732,1732,ADP TotalSource Incorporated,J1242,ADP Total Source Incorporated,J1242,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
389,389,Medicare Oklahoma Part B,4312,Novitas - Oklahoma,04312|1458|OKMCR|SMOK0,OK,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
1215,1215,Thrivent,30167,Thrivent Financial Aid Association for Lutheran Medicare|Thrivent Financial for Lutherans,11158|1190|1191|2564|2565|30166|30167|THRIV|THRIVENT|THRVNT,,MEDICARE,https://www.thrivent.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical|vision
940,940,Advantage Care IPA,ACIPA,Advantage Care Independent Physician Association,6141|ACIPA,CA,COMMERCIAL,https://advantagecareipa.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1928,1928,Dignity Global,MPM27,CalMed Global|MedPOINT Management,7806|8580|MPM27,CA,COMMERCIAL,https://www.medpointmanagement.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
3165,3165,Klyre,RP132,Klyre Payments|Klyre Payments Network,RP132,,COMMERCIAL,https://www.klyrepay.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,
361,361,Medicare Ohio Part B,15202,CGS Administrators - Ohio,1447|15202|OHMCR|SMOH0,OH,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
2631,2631,Allen Canning,J1740,,J1740,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2143,2143,Pediatric Associates,20472,The Pediatric Associates Family of Companies,20472,FL,,https://thepafc.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2068,2068,Centauri Health Solutions,14043,NHI Billing Services Inc,14043|9112,,MEDICAID,https://www.centaurihs.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1879,1879,US Imaging Network,50383,US Imaging Network (New York),50383|5650|6444,NATIONAL,,https://usimagingnetwork.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
696,696,Texas Children's Health Plan,75228,Texas Children's Health Plan (Medicaid) STAR & STAR Kids|Texas Children's Hospital|Texas Childrens Health Plan (Star Medicaid / Medicaid Managed Care),14372|1911|2483|75228|75228MC|TXCSM,TX,MEDICAID,https://www.texaschildrenshealthplan.org,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
3658,3658,Veteran Affairs Patient Centered Community Care Program (VAPCCC) Region 3,VAP33,,VAP33,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,
1109,1109,Celtic,68063,Celtic Insurance Company|Delaware First Health,1043|10668|5219|68063|CELTC,DE,,https://www.celticinsurancecompany.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
933,933,Kansas Health Advantage,71066,American Health Plans,14396|71066|7782|8516,KS,MEDICARE,https://kansashealthadvantage.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
1811,1811,Dakota Fire,J1433,EMC Property and Casualty Liability Only|EMCASCO Insurance Company Liability Only|Employers Mutual Casualty Liability Only|Hamilton Mutual Liability|Illinois EMCASCO|Union Insurance Company of Providence,J1433,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
479,479,Medicaid Arizona,AZ,Arizona Health Care Cost Containment System (AHCCCS),10021|12K02|38309|4405|5548|866004791|AZ|AZCCCS|AZMCD|DX156|SKAZ0,AZ,MEDICAID,https://www.azahcccs.gov,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
1885,1885,Silver Star,97691,Silver Star PACE,1146|97691|R3480,TX,MEDICARE|MEDICAID,https://silverstar.org,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
1848,1848,Directory Distributing Association,J1059,,J1059,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2679,2679,HealthSource Kentucky,61127,,61127,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1538,1538,Midwest Family Mutual (Auto Only),C1051,Midwest Family Mutual Insurance Company,C1051,,AUTOMOBILE_MEDICAL,https://midwestfamily.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3438,3438,My Family Medical Group,33020,,33020,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
224,224,Cigna Medicare Supplement,ARLMS,ARLIC|American Retirement Life Insurance Company|Cigna Health and Life Insurance Company|Cigna Insurance Company|Cigna Medigap|Great American,10538|ARLMS|E10538,NATIONAL,MEDICARE,https://www.cigna.com,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,medical
3202,3202,JLS Family Enterprises,JLSFE,DBA League Medical Concepts,7254|8672|JLSFE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
2766,2766,Medical Service Initiative Orange County,12057,,12057,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,
2176,2176,Alvey Systems (AON Risk),J1025,Alvey Systems (Aon Risk),J1025,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
941,941,Planstin,65241,Planstin Administration,65241|9155,,,https://www.planstin.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
514,514,Medicaid Michigan - BCCP,SKMI1,,1624|SKMI1,,MEDICAID,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
3037,3037,Altus Dental,50503,,10786|50503,MA|RI,,https://www.altusdental.com/Provider,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,dental
3223,3223,Delta Dental of Pennsylvania,10733,DDPA,10733|DDPA1,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,ONE_CLICK,OVER_4_WEEKS,dental
3267,3267,Nassau Life Insurance Company of Kansas,68284,,68284|9408,,MEDICARE,https://www.nfg.com,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,
2538,2538,The Gap Incorporated,J1671,,J1671,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3079,3079,Associacion de Maestros Puerto Rico,ADMPR,,ADMPR,PR,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
672,672,MedCost,56205,HPI|MedCost Benefit Services LLC|MedCost LLC|MedCost of North Carolina,56205,,COMMERCIAL,https://www.medcost.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical|vision
1064,1064,United Group Programs,UGP19,,6849|7632|UGP19,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
11,11,Anthem Blue Cross Blue Shield Ohio,834,Anthem Blue Cross Blue Shield Ohio (Medicaid Reclamation)|Anthem Blue Cross Blue Shield Ohio - Medicare Advantage|Anthem Blue Cross Blue Shield Ohio Dental,00332|00834|10044|2418|332|834|JZBOH0MA|OHBCBS|OHBLS|SB338|TASNX|ZBOH0|ZBOH0MA,OH,MEDICAID,https://www.anthem.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,dental|medical|vision
2947,2947,EyeMed,31165,,31165|5817,,COMMERCIAL,https://www.eyemed.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical|vision
388,388,Medicare North Dakota Part B,3302,Noridian (NHS) - North Dakota,03302|2453|NDMCR|SMND0,ND,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,DAYS,dental|medical
3264,3264,Lagniappe Advantage,LALA1,,16730|LALA1,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2771,2771,Sentry Asset Management,64068,,64068,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,
1901,1901,On Lok PACE ,99485,On Lok Program of All-Inclusive Care for the Elderly|On Lok Senior Health Services Incorporated,7719|99485,CA,MEDICARE|MEDICAID,https://www.onlok.org,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
2589,2589,HCC Life Insurance,HCCMI,,6798|HCCMI,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1934,1934,Access Independent Practice Association,ACC01,Access IPA,7084|9489|ACC01,CA,COMMERCIAL,https://www.giatroshealth.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
553,553,Blue Cross and Blue Shield of Vermont,BCBSVT,Blue Cross Blue Shield Vermont|Blue Cross Blue Shield of Vermont,10624|12B32|4967|7493|BCBSVT|SB915|VTBCBS|VTBLS,VT,COMMERCIAL|MEDICARE,https://www.bluecrossvt.org,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
3531,3531,RHHI Home Health Medicare NHIC,12HHA,,12HHA,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,medical
314,314,Molina Healthcare Illinois,20934,Molina HealthCare Illinois,10685|20934|6806|MLNIL|MOLIL|MOLINA_IL,IL,COMMERCIAL|MEDICARE|MEDICAID,https://www.molinahealthcare.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
371,371,Medicare Missouri Part B,5302,Medicare Missouri Part B (J5 WPS)|Wisconsin Physicians Service (WPS) - Missouri,05302|1441|4451|JSMMO0|KCMCR|MOMCR|MWMCR|SMMO0|SMMO2,MO,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
3164,3164,"Indecs , a Homestead Company",L0929,,L0929,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,dental|medical
706,706,TrueCare Mississippi Medicaid,MSMCDCS1,TrueCare CHIP|TrueCare MSCAN|TrueCare MississippiCAN,16605|MSCS1|MSMCD|MSMCDCS1|MSTRC|RP103,MS,MEDICAID,https://www.mstruecare.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
3021,3021,Reliance Global Group,86304,Insurers Administrative Corporation,11021|86304,,COMMERCIAL,https://relianceglobalgroup.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,dental
3105,3105,Redlands Yucaipa Medical Group,18247,Redlands-Yucaipa Medical Group,18247|5892,CA,,https://www.rymg.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
1164,1164,TRISTAR Insurance Group,41556,"21st Century Insurance|22125 Roscoe Corporation|AAA North California Nevada and Utah Insurance Exchange|ABC Construction Company|ACE Property and Casualty Insurance Company|AG Facilities Operations LLC|ANAIC Cibus|Agri Beef Company|Alta HealthCare|American Furniture Warehouse|American Liberty Insurance Company|Anaco|Antelope Valley RET|Arizona and 21st Corporation doing business as Berkley East Convalescent Hospital|Avir Incorporated|Baker Tanks Incorporated|Basic Resources Incorporated|Beeville Independent School District|Berkley Valley Convalescent Hospital|Bernardo Heights Country Club|Beverly Hills Carmel|Bighorn Construction|Bobrick Washroom|Boulder Community Hospital|Bremco Construction|Brownsville Independent School District|Burton Way Carmel|Bycor General Contract|CPS Security Solutions|Cadet Uniform Supply|California Water Service Company|Callahan McCune|Campbell Union School District|Caps Sig|Catholic Diocese of San Diego|Catholic Mutual Preferred Professional Insurance Company|Catholic Mutual Virginia Surety Company Incorporated|Cedars-Sinai Health System|Chandler SP Verdes|Chapman Convalescent|Children's Hospital Colorado|Children's Hospital of Orange County First Aid|Chula Vista Elementary School District|City of Ashland|City of Beaverton|City of Belmont (Self Insured)|City of Campbell|City of Carlsbad|City of Carmel-by-the-Sea|City of Carson|City of Chula Vista|City of Colton|City of Coronado|City of Del Mar|City of Edinburg, Texas|City of Encinitas|City of Escondido|City of Grand Junction|City of Hillsboro|City of Imperial Beach|City of Imperial Beach (Voucher)|City of Irving|City of Lemon Grove|City of Los Altos|City of Merced|City of National City|City of Oceanside|City of Ontario|City of Richardson|City of Santee|City of Solana Beach|City of South San Francisco|City of Vista|City of Waco|City of Yuma|Civil Constructors|Coast Converters|Collin County|Colorado Contractors Program|Colorado Grande Casino|Colorado Healthcare Association Safety National Casualty Corporation|Colorado Prime Corporation|Columbine Health Systems|Cook and Solis Construction|Country Villa Health Services Skilled Nursing Care Center|Country Villa Oxnard Health|County of Alameda American International Group|County of Marin|Courtyard Health Center|Cox Construction Company|DaimlerChrysler Corporation|Dallas County Community College District|Davis Mechanical Systems|Daylight Transport|Denver Public Schools|Desert Hospital District|Desert Princess|Diamond Farming Company|Douglas County|Durango Coffee Company|ELC Electric Incorporated|Eagle Pass Independent School District|Echo Pacific Development|Edinburg Consolidated Independent School District|Elite Comprehensive|Envision Radiology LLC|Eplica Incorporated|Erickson-Hall Construction|F&G Guaranty Insurance Company Main Street Program Colorado|Family Health and Housing|Federated Linen and Uniform|Franco Construction|Fresno County Office of Education|Fresno County Self Insurance Group|GS Metals|Garden Regional Hospital and Medical Center Incorporated|Gates O Doherty|Gates O Doherty G and G|Gateway Trans Incorporated|Genesis Construction|Glendale Elementary School District 40|Greene Rad Maloney|Greer Construction Company|Greif Brothers Corporation|Greve Clifford Wengel and Paras|Grimmway Enterprises Incorporated|Grundfos Manufacturing Corporation|Hartford Dealership Advantage Program Workers' Compensation|Hastings College of the Law|Hayhoe Construction|Heartland Employment Services LLC|Highland Golf|Hogan Motor Leasing|Hogan Personnel|Home Sweet Home|Imperial Irrigation District|Inconen Corporation|Inland Valley Hospice|J D Mechanical|J H McCormack Construction|Jefferson County Texas|John Muir Health|Judson Independent School District|KTA Construction (COSD2)|Kautz Vineyards|King Pak Potato Company LLC|King Ranch|LB Auto Pacific Parts|LB Auto Pacific Supply|Laclede Chain|Laclede Steel|Lake Arrowhead Country Club|Lake Elsinore School District|Lamar Consolidated Independent School District|Lamesa Independent School District|Landmark Golf Course|Landmark Grading and Paving|Lane County|Larimer County Workers' Compensation|Lekos Electric|Levin Enterprises Incorporated|Livingston Independent School District|Lodi Memorial Hospital|MDSI Physicians Group Incorporated|Madera Community Hospital|Manufacturers Alliance Insurance Company|Marcotte and Hearne|Maricopa County Community College District|Mariposa County|Matagorda County|Medical Benefit Administration|Memorial Health Services|Meridian Construction Program|Meritage Corporation|Mesa County Colorado|Mesa County Valley School District 51|Mexicana Airlines|Michael Hogan Association|Mission Aviation Fellowship|Mission Lodge Sanitarium|Missoula Cart Company|Modesto Irrigation District|Motion Picture and Television Fund|National Jewish Health|North Clackamas School District 12|North Colorado School Districts Workers' Compensation Pool|North County Transit District|Nova Dealership Advantage Program|Nova Elite Compensation Program|Nova Metals Advantage Plus Program|Nuevo Engineering|Outrigger Lodging|Overhill Farms Incorporated|Pacific Hydrotech Corporation|Pacific Lumber Company (Marathon)|Pacific Specialty Insurance|Pajaro Valley Community Health Trust|Palo Alto Medical Foundation|Pas Coffee Roasters|Patterson Brothers Lighting|Pennsylvania Manufacturers Association Insurance Company|Pennsylvania Manufacturers Indemnity Company|Petaluma Valley Hospital|Pflugerville Independent School District|Pima County|Plainview Independent School District|Plott Healthcare|Poly-America|Ponderosa Landscape|Prudential Overall Supply|Quality Care Convalescent|Quality Health Medical Group|Queen of Angels Hollywood|RCH Protective SNCC|Rehab Center of Beverly Hills|Restoration Professionals|Rick Concrete Construction|Robstown Independent School District|Rockwall Independent School District|Rose Garden Guest House|Rosewood Equipment|Rossi Concrete Incorporated|Rural Special District Insurance Program|SKB Corporation|Salt Lake City Corporation|Sam Kane Beef Processors Incorporated|San Diego Hospice and Institute for Palliative Medicine|San Diego Metropolitan Transit System|San Diego Metropolitan Transit System (SCHIP Liability)|San Diego Transit Corporation|San Diego Trolley Incorporated|San Joaquin County|Santa Clara County Office of Education|Schneider Gain|Seeno Construction (Chartis)|Seeno Homes|Sela Healthcare|Selman Breitman|Sharyland Independent School District|Sierra Nevada Memorial|Silberberger Engineering|Sonoma Valley Health|Sonoma Valley Healthcare District|Southwest Gas Corporation|Specialty Coffee|Spooners Woodworks|St. Rose Hospital|Standard Fruit and Vegetable|Stimson Lumber Company Montana Oregon Washington|Stonington Country Club|Sunrise Country Club|Superior Access Insurance Services|Superior Industries International Incorporated|Superior Ready Mix|TD Tile|Tan Medical Group|Thomas Staffing Services Incorporated Venturi Staffing|Topanga Roscoe Corporation|Tri-City Healthcare District|Tri-City Linen Supply|Tri-City Uniform|Tucson Unified School District Workers' Compensation|US Mobile Wireless|United Convalescent|University of Colorado|V and M Restoration|Valenzuela Engineering Incorporated|Valley Casework Incorporated|Valley Harvesting and Packing Incorporated|Valley Health System|Valley Healthcare Management Services LLC|Valley Memorial Hospital|Venture Pacific Development|Vertical Concrete|Victoria Independent School District|Vista Hills Country Club|Washington County|Washington Hospital|Watkins Manufacturing Corporation|WattsHealth Foundation Incorporated (SNCC)|Wawona Packing|Weslaco Independent School District|West Coast Hospitals Incorporated|West County Radiology Center|West Oso Independent School District|West Texas Rural Counties Association Preferred Risk Pool Workers' Compensation|WestAmerica Phil Long Dealerships|Willamette View|Wilmer Hutchins Independent School District Dallas Independent School District|Woodland Park West|YMCA",14367|41556|51028|87158,PA,,https://www.tristargroup.net,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical|vision
1363,1363,Summit Administration Services,86083,Summit Administrators Incorporated,1114|86083,,COMMERCIAL,https://www.summit-inc.net,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
952,952,Kuspuk School District,57610,,57610|7162,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
2607,2607,Premier Care Independent Practice Association (ProCare Management Services Organization),PCMSO,,1142|PCMSO,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
3387,3387,American Health Resources,AHR01,,AHR01,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
579,579,Allied Benefit Systems,37308,"Allied - Christian Brothers Services|Allied Benefit Systems, LLC",10898|1759|37308|8573|ABSYS|ALBENS,,,https://www.alliedbenefit.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical|vision
1236,1236,Prominence Medicare Advantage (Nevada),93082,Prominence Health|Prominence Health Plan Nevada,7218|8635|93082|PHPNV,NV,MEDICARE,https://phproviders.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
2088,2088,Watts Healthcare,MPM09,MedPOINT Management|Watts HealthCare,5873|9526|MPM09,CA,,https://www.wattshealth.org,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1501,1501,Vault Strategies,VS402,Vault AMPS Administrative Services (Georgia Realtors Association)|Vault Asset Management and Property Services Administrative Services (Georgia Realtors Association),9132|VS402,,COMMERCIAL,https://www.allthingsvault.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
3548,3548,HPC,82802,Health Payer Consortium,82802,,,https://www.healthpayerconsortium.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,
3455,3455,Public Employee Benefit Authority,11043,,11043,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,medical
2960,2960,Choice Medical Group,CMG01,,4283|8023|CMG01,CA,COMMERCIAL,https://www.choicemg.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
303,303,Molina HealthCare Nevada,MLNNV,Molina Healthcare Nevada|Molina Healthcare of Nevada,14400|9247|A6106|MLNNV|MOLINA_NV,NV,,https://www.molinahealthcare.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
1837,1837,Hartford Underwriters Insurance Company,C1042,,C1042,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
313,313,Molina HealthCare Ohio,20149,Molina Healthcare Ohio,10251|20149|20149MA|2286|MLNOH|MOLINA_OH|OHMLNA|SKOH4,OH,COMMERCIAL|MEDICARE|MEDICAID,https://www.molinahealthcare.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
3359,3359,Independent Living Systems (Independent Living Services Lead Agency),AAG17,Independent Living Systems (ILS Lead Agency),AAG17,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2380,2380,Goodwill Industries,J1621,,J1621,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3395,3395,Coachella Medical Group,COMG1,,COMG1,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
253,253,Humana (KV) - JVHL,6629,Humana (KV) - Joint Venture Hospital Laboratory,6629|6730,,,https://www.jvhl.org,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
